Date,Adj Close
1995-05-09,848.169983
1995-05-10,847.619995
1995-05-11,853.830017
1995-05-12,858.940002
1995-05-15,863.059998
1995-05-16,868.25
1995-05-17,871.929993
1995-05-18,864.059998
1995-05-19,864.570007
1995-05-22,871.179993
1995-05-23,879.640015
1995-05-24,877.97998
1995-05-25,877.320007
1995-05-26,871.869995
1995-05-30,858.700012
1995-05-31,864.580017
1995-06-01,868.820007
1995-06-02,872.969971
1995-06-05,882.849976
1995-06-06,879.400024
1995-06-07,881.580017
1995-06-08,886.130005
1995-06-09,884.380005
1995-06-12,887.97998
1995-06-13,894.22998
1995-06-14,895.719971
1995-06-15,902.679993
1995-06-16,908.650024
1995-06-19,922.090027
1995-06-20,929.830017
1995-06-21,929.190002
1995-06-22,940.090027
1995-06-23,938.869995
1995-06-26,926.97998
1995-06-27,919.559998
1995-06-28,920.52002
1995-06-29,926.809998
1995-06-30,933.450012
1995-07-03,934.530029
1995-07-05,941.820007
1995-07-06,952.929993
1995-07-07,969.76001
1995-07-10,976.630005
1995-07-11,970.219971
1995-07-12,988.630005
1995-07-13,994.150024
1995-07-14,999.330017
1995-07-17,1005.890015
1995-07-18,988.530029
1995-07-19,952.869995
1995-07-20,960.570007
1995-07-21,961.77002
1995-07-24,978.570007
1995-07-25,993.75
1995-07-26,1000.179993
1995-07-27,1010.659973
1995-07-28,1005.280029
1995-07-31,1001.210022
1995-08-01,991.109985
1995-08-02,983.75
1995-08-03,982.700012
1995-08-04,991.090027
1995-08-07,995.219971
1995-08-08,997.119995
1995-08-09,1005.099976
1995-08-10,1000.609985
1995-08-11,1004.109985
1995-08-14,1012.440002
1995-08-15,1012.369995
1995-08-16,1025.75
1995-08-17,1029.23999
1995-08-18,1031.280029
1995-08-21,1019.700012
1995-08-22,1025.290039
1995-08-23,1028.189941
1995-08-24,1020.929993
1995-08-25,1019.969971
1995-08-28,1008.150024
1995-08-29,1003.640015
1995-08-30,1012.609985
1995-08-31,1020.109985
1995-09-01,1019.469971
1995-09-05,1039.300049
1995-09-06,1044.280029
1995-09-07,1051.079956
1995-09-08,1060.030029
1995-09-11,1066.560059
1995-09-12,1065.0
1995-09-13,1067.400024
1995-09-14,1066.959961
1995-09-15,1051.099976
1995-09-18,1050.180054
1995-09-19,1060.319946
1995-09-20,1065.089966
1995-09-21,1058.51001
1995-09-22,1053.390015
1995-09-25,1046.150024
1995-09-26,1038.050049
1995-09-27,1026.540039
1995-09-28,1047.050049
1995-09-29,1043.540039
1995-10-02,1027.569946
1995-10-03,1020.450012
1995-10-04,1002.27002
1995-10-05,1014.200012
1995-10-06,1012.039978
1995-10-09,984.73999
1995-10-10,983.469971
1995-10-11,1001.570007
1995-10-12,1015.630005
1995-10-13,1018.380005
1995-10-16,1018.130005
1995-10-17,1035.439941
1995-10-18,1045.369995
1995-10-19,1046.969971
1995-10-20,1039.530029
1995-10-23,1036.920044
1995-10-24,1039.23999
1995-10-25,1026.469971
1995-10-26,1017.570007
1995-10-27,1025.550049
1995-10-30,1039.689941
1995-10-31,1036.060059
1995-11-01,1040.5
1995-11-02,1057.319946
1995-11-03,1065.660034
1995-11-06,1062.140015
1995-11-07,1043.900024
1995-11-08,1047.939941
1995-11-09,1065.589966
1995-11-10,1063.869995
1995-11-13,1058.459961
1995-11-14,1040.619995
1995-11-15,1041.849976
1995-11-16,1044.47998
1995-11-17,1045.030029
1995-11-20,1029.469971
1995-11-21,1024.98999
1995-11-22,1021.23999
1995-11-24,1030.170044
1995-11-27,1029.319946
1995-11-28,1050.050049
1995-11-29,1057.569946
1995-11-30,1059.199951
1995-12-01,1055.310059
1995-12-04,1069.790039
1995-12-05,1065.890015
1995-12-06,1061.72998
1995-12-07,1053.170044
1995-12-08,1062.410034
1995-12-11,1061.5
1995-12-12,1052.069946
1995-12-13,1056.540039
1995-12-14,1038.189941
1995-12-15,1030.47998
1995-12-18,1002.559998
1995-12-19,1026.410034
1995-12-20,1025.27002
1995-12-21,1040.640015
1995-12-22,1046.890015
1995-12-26,1049.369995
1995-12-27,1048.130005
1995-12-28,1042.219971
1995-12-29,1052.130005
1996-01-02,1058.650024
1996-01-03,1046.26001
1996-01-04,1029.819946
1996-01-05,1033.469971
1996-01-08,1032.369995
1996-01-09,998.809998
1996-01-10,990.210022
1996-01-11,1011.099976
1996-01-12,1008.22998
1996-01-15,988.570007
1996-01-16,995.869995
1996-01-17,998.299988
1996-01-18,1007.23999
1996-01-19,1018.450012
1996-01-22,1029.439941
1996-01-23,1028.040039
1996-01-24,1043.459961
1996-01-25,1035.949951
1996-01-26,1040.959961
1996-01-29,1042.51001
1996-01-30,1051.300049
1996-01-31,1059.790039
1996-02-01,1069.459961
1996-02-02,1072.109985
1996-02-05,1083.339966
1996-02-06,1089.079956
1996-02-07,1084.880005
1996-02-08,1093.170044
1996-02-09,1094.599976
1996-02-12,1095.380005
1996-02-13,1087.219971
1996-02-14,1088.030029
1996-02-15,1090.540039
1996-02-16,1090.709961
1996-02-20,1083.23999
1996-02-21,1096.849976
1996-02-22,1117.109985
1996-02-23,1117.790039
1996-02-26,1113.050049
1996-02-27,1106.170044
1996-02-28,1107.550049
1996-02-29,1100.050049
1996-03-01,1086.079956
1996-03-04,1084.880005
1996-03-05,1096.810059
1996-03-06,1091.819946
1996-03-07,1093.119995
1996-03-08,1063.72998
1996-03-11,1080.5
1996-03-12,1073.050049
1996-03-13,1088.640015
1996-03-14,1091.069946
1996-03-15,1099.589966
1996-03-18,1114.420044
1996-03-19,1112.5
1996-03-20,1101.819946
1996-03-21,1099.790039
1996-03-22,1102.219971
1996-03-25,1087.089966
1996-03-26,1088.349976
1996-03-27,1093.880005
1996-03-28,1094.829956
1996-03-29,1101.400024
1996-04-01,1106.569946
1996-04-02,1111.290039
1996-04-03,1115.849976
1996-04-04,1118.209961
1996-04-08,1105.660034
1996-04-09,1109.150024
1996-04-10,1105.280029
1996-04-11,1097.140015
1996-04-12,1100.939941
1996-04-15,1110.439941
1996-04-16,1124.920044
1996-04-17,1120.869995
1996-04-18,1136.300049
1996-04-19,1138.699951
1996-04-22,1153.5
1996-04-23,1166.76001
1996-04-24,1176.829956
1996-04-25,1184.170044
1996-04-26,1186.890015
1996-04-29,1188.199951
1996-04-30,1190.52002
1996-05-01,1199.660034
1996-05-02,1178.329956
1996-05-03,1184.599976
1996-05-06,1186.310059
1996-05-07,1182.670044
1996-05-08,1183.430054
1996-05-09,1187.819946
1996-05-10,1202.76001
1996-05-13,1221.869995
1996-05-14,1234.48999
1996-05-15,1233.560059
1996-05-16,1239.310059
1996-05-17,1241.880005
1996-05-20,1248.109985
1996-05-21,1244.420044
1996-05-22,1247.380005
1996-05-23,1248.650024
1996-05-24,1247.800049
1996-05-28,1236.300049
1996-05-29,1225.630005
1996-05-30,1233.47998
1996-05-31,1243.430054
1996-06-03,1238.72998
1996-06-04,1243.680054
1996-06-05,1249.150024
1996-06-06,1232.52002
1996-06-07,1229.76001
1996-06-10,1230.040039
1996-06-11,1230.76001
1996-06-12,1235.469971
1996-06-13,1225.650024
1996-06-14,1213.180054
1996-06-17,1207.640015
1996-06-18,1183.079956
1996-06-19,1179.27002
1996-06-20,1167.339966
1996-06-21,1175.439941
1996-06-24,1182.900024
1996-06-25,1172.579956
1996-06-26,1153.290039
1996-06-27,1166.01001
1996-06-28,1185.02002
1996-07-01,1197.449951
1996-07-02,1191.150024
1996-07-03,1181.599976
1996-07-05,1158.349976
1996-07-08,1148.819946
1996-07-09,1153.589966
1996-07-10,1141.189941
1996-07-11,1106.359985
1996-07-12,1103.48999
1996-07-15,1060.189941
1996-07-16,1053.469971
1996-07-17,1086.650024
1996-07-18,1109.819946
1996-07-19,1097.680054
1996-07-22,1081.390015
1996-07-23,1049.069946
1996-07-24,1042.369995
1996-07-25,1062.390015
1996-07-26,1079.439941
1996-07-29,1066.469971
1996-07-30,1071.949951
1996-07-31,1080.589966
1996-08-01,1098.849976
1996-08-02,1124.920044
1996-08-05,1120.530029
1996-08-06,1128.869995
1996-08-07,1141.109985
1996-08-08,1137.51001
1996-08-09,1137.27002
1996-08-12,1138.27002
1996-08-13,1126.150024
1996-08-14,1133.51001
1996-08-15,1134.689941
1996-08-16,1133.650024
1996-08-19,1130.910034
1996-08-20,1124.670044
1996-08-21,1126.839966
1996-08-22,1143.959961
1996-08-23,1143.050049
1996-08-26,1139.219971
1996-08-27,1149.02002
1996-08-28,1153.880005
1996-08-29,1145.030029
1996-08-30,1141.5
1996-09-03,1142.290039
1996-09-04,1143.819946
1996-09-05,1125.660034
1996-09-06,1139.390015
1996-09-09,1148.709961
1996-09-10,1149.430054
1996-09-11,1153.949951
1996-09-12,1165.810059
1996-09-13,1188.670044
1996-09-16,1193.959961
1996-09-17,1203.310059
1996-09-18,1205.709961
1996-09-19,1212.089966
1996-09-20,1219.689941
1996-09-23,1211.469971
1996-09-24,1215.27002
1996-09-25,1224.660034
1996-09-26,1227.97998
1996-09-27,1230.050049
1996-09-30,1226.920044
1996-10-01,1221.51001
1996-10-02,1236.109985
1996-10-03,1233.089966
1996-10-04,1247.560059
1996-10-07,1250.869995
1996-10-08,1240.150024
1996-10-09,1237.97998
1996-10-10,1236.969971
1996-10-11,1248.27002
1996-10-14,1256.359985
1996-10-15,1258.099976
1996-10-16,1250.98999
1996-10-17,1241.959961
1996-10-18,1242.47998
1996-10-21,1236.410034
1996-10-22,1220.0
1996-10-23,1227.880005
1996-10-24,1227.0
1996-10-25,1222.599976
1996-10-28,1215.890015
1996-10-29,1203.050049
1996-10-30,1206.22998
1996-10-31,1221.51001
1996-11-01,1221.780029
1996-11-04,1220.47998
1996-11-05,1229.069946
1996-11-06,1245.48999
1996-11-07,1254.140015
1996-11-08,1257.51001
1996-11-11,1262.670044
1996-11-12,1256.530029
1996-11-13,1260.719971
1996-11-14,1270.359985
1996-11-15,1261.800049
1996-11-18,1254.569946
1996-11-19,1262.619995
1996-11-20,1264.939941
1996-11-21,1258.079956
1996-11-22,1274.359985
1996-11-25,1280.369995
1996-11-26,1281.199951
1996-11-27,1287.319946
1996-11-29,1292.609985
1996-12-02,1299.819946
1996-12-03,1300.369995
1996-12-04,1297.02002
1996-12-05,1300.119995
1996-12-06,1287.680054
1996-12-09,1316.27002
1996-12-10,1312.550049
1996-12-11,1309.119995
1996-12-12,1298.329956
1996-12-13,1284.910034
1996-12-16,1260.97998
1996-12-17,1266.319946
1996-12-18,1285.380005
1996-12-19,1295.859985
1996-12-20,1288.560059
1996-12-23,1279.52002
1996-12-24,1287.630005
1996-12-26,1294.569946
1996-12-27,1291.380005
1996-12-30,1287.75
1996-12-31,1291.030029
1997-01-02,1280.699951
1997-01-03,1310.680054
1997-01-06,1316.400024
1997-01-07,1327.72998
1997-01-08,1320.349976
1997-01-09,1326.199951
1997-01-10,1332.02002
1997-01-13,1330.910034
1997-01-14,1346.359985
1997-01-15,1333.530029
1997-01-16,1340.459961
1997-01-17,1349.050049
1997-01-20,1364.280029
1997-01-21,1376.969971
1997-01-22,1388.060059
1997-01-23,1378.369995
1997-01-24,1363.829956
1997-01-27,1352.810059
1997-01-28,1354.369995
1997-01-29,1355.170044
1997-01-30,1371.02002
1997-01-31,1379.849976
1997-02-03,1376.050049
1997-02-04,1373.75
1997-02-05,1348.439941
1997-02-06,1346.400024
1997-02-07,1357.709961
1997-02-10,1335.339966
1997-02-11,1331.51001
1997-02-12,1358.959961
1997-02-13,1370.810059
1997-02-14,1367.189941
1997-02-18,1365.790039
1997-02-19,1365.579956
1997-02-20,1347.400024
1997-02-21,1334.319946
1997-02-24,1345.079956
1997-02-25,1347.689941
1997-02-26,1340.550049
1997-02-27,1312.660034
1997-02-28,1309.0
1997-03-03,1311.180054
1997-03-04,1317.369995
1997-03-05,1329.089966
1997-03-06,1315.430054
1997-03-07,1311.800049
1997-03-10,1322.719971
1997-03-11,1316.76001
1997-03-12,1304.130005
1997-03-13,1293.280029
1997-03-14,1292.969971
1997-03-17,1279.430054
1997-03-18,1269.339966
1997-03-19,1249.290039
1997-03-20,1259.26001
1997-03-21,1254.069946
1997-03-24,1242.640015
1997-03-25,1248.060059
1997-03-26,1269.079956
1997-03-27,1249.51001
1997-03-31,1221.699951
1997-04-01,1216.930054
1997-04-02,1201.0
1997-04-03,1213.76001
1997-04-04,1236.72998
1997-04-07,1251.349976
1997-04-08,1257.369995
1997-04-09,1249.430054
1997-04-10,1235.77002
1997-04-11,1206.900024
1997-04-14,1216.410034
1997-04-15,1212.880005
1997-04-16,1210.27002
1997-04-17,1217.069946
1997-04-18,1222.569946
1997-04-21,1203.949951
1997-04-22,1212.73999
1997-04-23,1227.140015
1997-04-24,1228.099976
1997-04-25,1209.290039
1997-04-28,1217.030029
1997-04-29,1242.630005
1997-04-30,1260.76001
1997-05-01,1270.5
1997-05-02,1305.329956
1997-05-05,1339.23999
1997-05-06,1328.300049
1997-05-07,1322.910034
1997-05-08,1330.829956
1997-05-09,1335.050049
1997-05-12,1344.189941
1997-05-13,1333.589966
1997-05-14,1335.550049
1997-05-15,1353.579956
1997-05-16,1340.72998
1997-05-19,1341.23999
1997-05-20,1363.880005
1997-05-21,1373.75
1997-05-22,1372.599976
1997-05-23,1389.719971
1997-05-27,1409.209961
1997-05-28,1410.180054
1997-05-29,1403.040039
1997-05-30,1400.319946
1997-06-02,1404.790039
1997-06-03,1384.910034
1997-06-04,1379.670044
1997-06-05,1390.050049
1997-06-06,1404.839966
1997-06-09,1412.040039
1997-06-10,1401.689941
1997-06-11,1407.849976
1997-06-12,1411.319946
1997-06-13,1423.030029
1997-06-16,1431.949951
1997-06-17,1443.109985
1997-06-18,1432.430054
1997-06-19,1447.140015
1997-06-20,1447.099976
1997-06-23,1434.319946
1997-06-24,1452.430054
1997-06-25,1446.23999
1997-06-26,1436.380005
1997-06-27,1438.150024
1997-06-30,1442.069946
1997-07-01,1438.25
1997-07-02,1455.609985
1997-07-03,1467.609985
1997-07-07,1470.73999
1997-07-08,1485.099976
1997-07-09,1486.630005
1997-07-10,1490.930054
1997-07-11,1502.619995
1997-07-14,1523.880005
1997-07-15,1542.109985
1997-07-16,1580.630005
1997-07-17,1568.849976
1997-07-18,1547.98999
1997-07-21,1536.22998
1997-07-22,1563.859985
1997-07-23,1567.650024
1997-07-24,1569.130005
1997-07-25,1569.579956
1997-07-28,1563.530029
1997-07-29,1572.319946
1997-07-30,1588.050049
1997-07-31,1593.810059
1997-08-01,1594.329956
1997-08-04,1605.449951
1997-08-05,1621.530029
1997-08-06,1630.439941
1997-08-07,1624.180054
1997-08-08,1598.52002
1997-08-11,1586.73999
1997-08-12,1576.23999
1997-08-13,1583.400024
1997-08-14,1586.689941
1997-08-15,1562.030029
1997-08-18,1569.52002
1997-08-19,1600.709961
1997-08-20,1628.699951
1997-08-21,1607.359985
1997-08-22,1598.689941
1997-08-25,1601.569946
1997-08-26,1591.300049
1997-08-27,1595.540039
1997-08-28,1581.319946
1997-08-29,1587.319946
1997-09-02,1618.089966
1997-09-03,1618.23999
1997-09-04,1624.630005
1997-09-05,1635.77002
1997-09-08,1645.349976
1997-09-09,1656.219971
1997-09-10,1639.25
1997-09-11,1639.859985
1997-09-12,1649.329956
1997-09-15,1634.920044
1997-09-16,1668.599976
1997-09-17,1666.469971
1997-09-18,1670.02002
1997-09-19,1680.359985
1997-09-22,1689.449951
1997-09-23,1697.359985
1997-09-24,1687.410034
1997-09-25,1678.890015
1997-09-26,1682.23999
1997-09-29,1694.97998
1997-09-30,1685.689941
1997-10-01,1690.300049
1997-10-02,1702.410034
1997-10-03,1715.869995
1997-10-06,1721.910034
1997-10-07,1737.27002
1997-10-08,1741.77002
1997-10-09,1745.849976
1997-10-10,1739.030029
1997-10-13,1742.119995
1997-10-14,1732.790039
1997-10-15,1723.369995
1997-10-16,1699.660034
1997-10-17,1666.849976
1997-10-20,1685.449951
1997-10-21,1712.540039
1997-10-22,1708.079956
1997-10-23,1671.25
1997-10-24,1650.920044
1997-10-27,1532.75
1997-10-28,1603.02002
1997-10-29,1602.75
1997-10-30,1570.410034
1997-10-31,1593.609985
1997-11-03,1629.97998
1997-11-04,1631.150024
1997-11-05,1637.329956
1997-11-06,1623.439941
1997-11-07,1602.400024
1997-11-10,1590.719971
1997-11-11,1584.859985
1997-11-12,1541.709961
1997-11-13,1559.25
1997-11-14,1583.51001
1997-11-17,1614.109985
1997-11-18,1600.439941
1997-11-19,1601.219971
1997-11-20,1626.560059
1997-11-21,1620.75
1997-11-24,1586.98999
1997-11-25,1589.040039
1997-11-26,1594.5
1997-11-28,1600.550049
1997-12-01,1630.719971
1997-12-02,1606.369995
1997-12-03,1615.130005
1997-12-04,1613.420044
1997-12-05,1633.900024
1997-12-08,1651.540039
1997-12-09,1620.550049
1997-12-10,1596.609985
1997-12-11,1558.540039
1997-12-12,1536.579956
1997-12-15,1536.560059
1997-12-16,1553.0
1997-12-17,1547.369995
1997-12-18,1523.189941
1997-12-19,1524.73999
1997-12-22,1532.060059
1997-12-23,1509.910034
1997-12-24,1499.530029
1997-12-26,1511.380005
1997-12-29,1537.449951
1997-12-30,1565.030029
1997-12-31,1570.349976
1998-01-02,1581.530029
1998-01-05,1594.119995
1998-01-06,1580.140015
1998-01-07,1561.699951
1998-01-08,1555.540039
1998-01-09,1503.219971
1998-01-12,1507.579956
1998-01-13,1541.630005
1998-01-14,1548.76001
1998-01-15,1547.060059
1998-01-16,1562.880005
1998-01-20,1590.140015
1998-01-21,1587.920044
1998-01-22,1576.51001
1998-01-23,1575.930054
1998-01-26,1561.459961
1998-01-27,1578.900024
1998-01-28,1610.819946
1998-01-29,1619.48999
1998-01-30,1619.359985
1998-02-02,1652.890015
1998-02-03,1666.339966
1998-02-04,1680.439941
1998-02-05,1676.900024
1998-02-06,1694.349976
1998-02-09,1690.430054
1998-02-10,1709.040039
1998-02-11,1708.550049
1998-02-12,1714.339966
1998-02-13,1710.420044
1998-02-17,1703.430054
1998-02-18,1715.72998
1998-02-19,1727.01001
1998-02-20,1728.130005
1998-02-23,1751.76001
1998-02-24,1738.709961
1998-02-25,1766.47998
1998-02-26,1777.109985
1998-02-27,1770.51001
1998-03-02,1758.540039
1998-03-03,1757.140015
1998-03-04,1759.699951
1998-03-05,1711.920044
1998-03-06,1753.48999
1998-03-09,1725.160034
1998-03-10,1748.51001
1998-03-11,1756.849976
1998-03-12,1764.060059
1998-03-13,1771.660034
1998-03-16,1788.180054
1998-03-17,1779.300049
1998-03-18,1788.280029
1998-03-19,1799.97998
1998-03-20,1789.160034
1998-03-23,1792.51001
1998-03-24,1812.439941
1998-03-25,1824.51001
1998-03-26,1828.540039
1998-03-27,1823.619995
1998-03-30,1818.699951
1998-03-31,1835.680054
1998-04-01,1847.660034
1998-04-02,1852.959961
1998-04-03,1855.400024
1998-04-06,1829.140015
1998-04-07,1798.709961
1998-04-08,1807.01001
1998-04-09,1820.23999
1998-04-13,1824.949951
1998-04-14,1843.030029
1998-04-15,1863.26001
1998-04-16,1858.23999
1998-04-17,1866.599976
1998-04-20,1887.140015
1998-04-21,1903.869995
1998-04-22,1917.609985
1998-04-23,1881.390015
1998-04-24,1868.959961
1998-04-27,1820.310059
1998-04-28,1831.77002
1998-04-29,1851.640015
1998-04-30,1868.410034
1998-05-01,1873.439941
1998-05-04,1878.859985
1998-05-05,1864.910034
1998-05-06,1856.680054
1998-05-07,1835.140015
1998-05-08,1864.369995
1998-05-11,1848.069946
1998-05-12,1860.160034
1998-05-13,1866.180054
1998-05-14,1865.359985
1998-05-15,1846.77002
1998-05-18,1831.619995
1998-05-19,1845.869995
1998-05-20,1831.75
1998-05-21,1820.98999
1998-05-22,1805.0
1998-05-26,1778.089966
1998-05-27,1781.099976
1998-05-28,1794.619995
1998-05-29,1778.869995
1998-06-01,1746.819946
1998-06-02,1761.790039
1998-06-03,1742.310059
1998-06-04,1769.949951
1998-06-05,1782.920044
1998-06-08,1787.77002
1998-06-09,1800.76001
1998-06-10,1773.25
1998-06-11,1749.75
1998-06-12,1745.050049
1998-06-15,1715.75
1998-06-16,1753.119995
1998-06-17,1776.400024
1998-06-18,1772.699951
1998-06-19,1781.290039
1998-06-22,1805.819946
1998-06-23,1844.569946
1998-06-24,1877.76001
1998-06-25,1863.25
1998-06-26,1869.530029
1998-06-29,1891.079956
1998-06-30,1894.73999
1998-07-01,1914.459961
1998-07-02,1894.0
1998-07-06,1909.469971
1998-07-07,1908.109985
1998-07-08,1935.390015
1998-07-09,1939.819946
1998-07-10,1943.040039
1998-07-13,1965.530029
1998-07-14,1968.410034
1998-07-15,1994.540039
1998-07-16,2000.560059
1998-07-17,2008.76001
1998-07-20,2014.25
1998-07-21,1979.140015
1998-07-22,1969.75
1998-07-23,1935.219971
1998-07-24,1930.98999
1998-07-27,1933.26001
1998-07-28,1896.530029
1998-07-29,1881.48999
1998-07-30,1919.579956
1998-07-31,1872.390015
1998-08-03,1851.099976
1998-08-04,1785.640015
1998-08-05,1788.199951
1998-08-06,1829.51001
1998-08-07,1846.77002
1998-08-10,1839.209961
1998-08-11,1792.699951
1998-08-12,1825.530029
1998-08-13,1802.540039
1998-08-14,1790.189941
1998-08-17,1818.040039
1998-08-18,1855.119995
1998-08-19,1842.689941
1998-08-20,1832.449951
1998-08-21,1797.609985
1998-08-24,1790.819946
1998-08-25,1798.170044
1998-08-26,1768.130005
1998-08-27,1686.410034
1998-08-28,1639.680054
1998-08-31,1499.25
1998-09-01,1575.089966
1998-09-02,1592.849976
1998-09-03,1571.859985
1998-09-04,1566.52002
1998-09-08,1660.859985
1998-09-09,1624.550049
1998-09-10,1585.329956
1998-09-11,1641.640015
1998-09-14,1665.689941
1998-09-15,1678.109985
1998-09-16,1689.910034
1998-09-17,1646.25
1998-09-18,1663.77002
1998-09-21,1680.430054
1998-09-22,1697.800049
1998-09-23,1760.27002
1998-09-24,1720.339966
1998-09-25,1743.589966
1998-09-28,1739.219971
1998-09-29,1734.050049
1998-09-30,1693.839966
1998-10-01,1612.329956
1998-10-02,1614.97998
1998-10-05,1536.689941
1998-10-06,1510.890015
1998-10-07,1462.609985
1998-10-08,1419.119995
1998-10-09,1492.48999
1998-10-12,1546.079956
1998-10-13,1509.449951
1998-10-14,1540.969971
1998-10-15,1611.01001
1998-10-16,1620.949951
1998-10-19,1648.72998
1998-10-20,1639.189941
1998-10-21,1674.75
1998-10-22,1702.640015
1998-10-23,1693.859985
1998-10-26,1724.97998
1998-10-27,1717.630005
1998-10-28,1737.349976
1998-10-29,1757.189941
1998-10-30,1771.390015
1998-11-02,1800.910034
1998-11-03,1788.430054
1998-11-04,1823.569946
1998-11-05,1837.099976
1998-11-06,1856.560059
1998-11-09,1861.050049
1998-11-10,1865.619995
1998-11-11,1862.109985
1998-11-12,1851.060059
1998-11-13,1847.98999
1998-11-16,1861.680054
1998-11-17,1878.52002
1998-11-18,1897.439941
1998-11-19,1919.680054
1998-11-20,1928.209961
1998-11-23,1977.420044
1998-11-24,1965.880005
1998-11-25,1985.209961
1998-11-27,2016.439941
1998-11-30,1949.540039
1998-12-01,2003.75
1998-12-02,1995.209961
1998-12-03,1954.329956
1998-12-04,2003.160034
1998-12-07,2040.640015
1998-12-08,2034.75
1998-12-09,2050.419922
1998-12-10,2015.959961
1998-12-11,2029.310059
1998-12-14,1966.920044
1998-12-15,2012.599976
1998-12-16,2009.359985
1998-12-17,2043.880005
1998-12-18,2086.139893
1998-12-21,2138.030029
1998-12-22,2120.97998
1998-12-23,2172.540039
1998-12-24,2163.040039
1998-12-28,2180.300049
1998-12-29,2181.77002
1998-12-30,2166.949951
1998-12-31,2192.689941
1999-01-04,2208.050049
1999-01-05,2251.27002
1999-01-06,2320.860107
1999-01-07,2326.090088
1999-01-08,2344.409912
1999-01-11,2384.590088
1999-01-12,2320.75
1999-01-13,2316.810059
1999-01-14,2276.820068
1999-01-15,2348.199951
1999-01-19,2408.169922
1999-01-20,2415.48999
1999-01-21,2344.719971
1999-01-22,2338.879883
1999-01-25,2369.310059
1999-01-26,2433.409912
1999-01-27,2407.139893
1999-01-28,2477.340088
1999-01-29,2505.889893
1999-02-01,2510.090088
1999-02-02,2463.419922
1999-02-03,2493.409912
1999-02-04,2410.070068
1999-02-05,2373.620117
1999-02-08,2404.919922
1999-02-09,2310.790039
1999-02-10,2309.5
1999-02-11,2405.550049
1999-02-12,2321.889893
1999-02-16,2313.870117
1999-02-17,2248.909912
1999-02-18,2260.550049
1999-02-19,2283.600098
1999-02-22,2342.01001
1999-02-23,2376.350098
1999-02-24,2339.379883
1999-02-25,2326.820068
1999-02-26,2288.030029
1999-03-01,2295.179932
1999-03-02,2259.030029
1999-03-03,2265.199951
1999-03-04,2292.889893
1999-03-05,2337.110107
1999-03-08,2397.620117
1999-03-09,2392.939941
1999-03-10,2406.0
1999-03-11,2412.25
1999-03-12,2381.530029
1999-03-15,2431.439941
1999-03-16,2439.27002
1999-03-17,2428.969971
1999-03-18,2462.959961
1999-03-19,2421.27002
1999-03-22,2395.939941
1999-03-23,2322.840088
1999-03-24,2365.280029
1999-03-25,2434.800049
1999-03-26,2419.169922
1999-03-29,2492.840088
1999-03-30,2480.290039
1999-03-31,2461.399902
1999-04-01,2493.370117
1999-04-05,2560.060059
1999-04-06,2563.169922
1999-04-07,2544.429932
1999-04-08,2573.389893
1999-04-09,2593.050049
1999-04-12,2598.810059
1999-04-13,2583.5
1999-04-14,2507.280029
1999-04-15,2521.77002
1999-04-16,2484.040039
1999-04-19,2345.610107
1999-04-20,2409.639893
1999-04-21,2489.080078
1999-04-22,2561.610107
1999-04-23,2590.689941
1999-04-26,2652.050049
1999-04-27,2602.409912
1999-04-28,2550.370117
