Date,Open,High,Low,Close,Adj Close,Volume
1995-07-03,933.989990,935.330017,931.989990,934.530029,934.530029,130770000
1995-07-05,937.049988,943.479980,937.049988,941.820007,941.820007,370320000
1995-07-06,943.320007,953.000000,942.590027,952.929993,952.929993,425540000
1995-07-07,952.900024,969.770020,952.640015,969.760010,969.760010,512200000
1995-07-10,970.409973,977.840027,970.109985,976.630005,976.630005,457320000
1995-07-11,975.390015,975.530029,970.200012,970.219971,970.219971,443750000
1995-07-12,975.900024,988.710022,975.770020,988.630005,988.630005,514470000
1995-07-13,989.270020,999.590027,988.250000,994.150024,994.150024,530100000
1995-07-14,988.960022,999.330017,984.289978,999.330017,999.330017,433600000
1995-07-17,1000.729980,1007.179993,1000.729980,1005.890015,1005.890015,466420000
1995-07-18,1005.650024,1006.650024,987.239990,988.530029,988.530029,483650000
1995-07-19,988.530029,988.530029,936.969971,952.869995,952.869995,597910000
1995-07-20,955.969971,961.549988,952.059998,960.570007,960.570007,480830000
1995-07-21,959.250000,967.510010,957.950012,961.770020,961.770020,468690000
1995-07-24,964.119995,978.710022,964.119995,978.570007,978.570007,404090000
1995-07-25,984.010010,994.729980,983.640015,993.750000,993.750000,499930000
1995-07-26,996.770020,1002.570007,996.770020,1000.179993,1000.179993,483900000
1995-07-27,1002.429993,1011.840027,1002.429993,1010.659973,1010.659973,508520000
1995-07-28,1009.989990,1010.989990,1003.280029,1005.280029,1005.280029,458560000
1995-07-31,1006.429993,1023.030029,995.760010,1001.210022,1001.210022,385570000
1995-08-01,1001.570007,1001.719971,986.169983,991.109985,991.109985,436320000
1995-08-02,995.109985,1001.330017,983.530029,983.750000,983.750000,486330000
1995-08-03,980.169983,982.979980,970.809998,982.700012,982.700012,451900000
1995-08-04,983.799988,991.460022,983.799988,991.090027,991.090027,378860000
1995-08-07,992.780029,997.159973,992.780029,995.219971,995.219971,362450000
1995-08-08,997.309998,999.690002,995.049988,997.119995,997.119995,403670000
1995-08-09,1003.400024,1005.929993,1002.669983,1005.099976,1005.099976,476490000
1995-08-10,1005.859985,1007.039978,998.880005,1000.609985,1000.609985,452260000
1995-08-11,1004.080017,1006.539978,999.520020,1004.109985,1004.109985,375760000
1995-08-14,1004.190002,1012.440002,1003.349976,1012.440002,1012.440002,371320000
1995-08-15,1014.590027,1015.830017,1007.179993,1012.369995,1012.369995,424440000
1995-08-16,1016.190002,1025.760010,1015.640015,1025.750000,1025.750000,472040000
1995-08-17,1026.390015,1030.510010,1023.919983,1029.239990,1029.239990,496820000
1995-08-18,1032.630005,1034.130005,1028.479980,1031.280029,1031.280029,470540000
1995-08-21,1033.020020,1035.189941,1017.739990,1019.700012,1019.700012,437980000
1995-08-22,1021.479980,1025.560059,1016.390015,1025.290039,1025.290039,466030000
1995-08-23,1027.329956,1029.459961,1024.650024,1028.189941,1028.189941,430810000
1995-08-24,1028.260010,1029.229980,1019.200012,1020.929993,1020.929993,449460000
1995-08-25,1021.530029,1022.729980,1019.070007,1019.969971,1019.969971,383360000
1995-08-28,1020.700012,1021.489990,1008.000000,1008.150024,1008.150024,397790000
1995-08-29,1007.859985,1007.989990,989.479980,1003.640015,1003.640015,470640000
1995-08-30,1006.960022,1012.739990,1006.960022,1012.609985,1012.609985,401840000
1995-08-31,1013.880005,1020.640015,1013.650024,1020.109985,1020.109985,375820000
1995-09-01,1019.419983,1020.599976,1016.929993,1019.469971,1019.469971,292450000
1995-09-05,1021.729980,1039.300049,1021.729980,1039.300049,1039.300049,387000000
1995-09-06,1040.670044,1046.329956,1040.670044,1044.280029,1044.280029,464050000
1995-09-07,1048.479980,1053.979980,1047.750000,1051.079956,1051.079956,489860000
1995-09-08,1052.579956,1060.040039,1048.130005,1060.030029,1060.030029,464600000
1995-09-11,1060.469971,1068.170044,1060.469971,1066.560059,1066.560059,441840000
1995-09-12,1068.699951,1070.229980,1064.119995,1065.000000,1065.000000,467930000
1995-09-13,1065.339966,1069.819946,1062.900024,1067.400024,1067.400024,498920000
1995-09-14,1068.229980,1069.630005,1063.719971,1066.959961,1066.959961,484610000
1995-09-15,1062.939941,1062.939941,1047.699951,1051.099976,1051.099976,520200000
1995-09-18,1052.000000,1052.160034,1041.680054,1050.180054,1050.180054,406980000
1995-09-19,1049.010010,1060.660034,1049.010010,1060.319946,1060.319946,466680000
1995-09-20,1063.420044,1066.949951,1063.420044,1065.089966,1065.089966,514820000
1995-09-21,1062.729980,1063.800049,1054.630005,1058.510010,1058.510010,469690000
1995-09-22,1055.680054,1055.680054,1048.040039,1053.390015,1053.390015,439040000
1995-09-25,1053.530029,1053.910034,1042.640015,1046.150024,1046.150024,312670000
1995-09-26,1048.040039,1052.880005,1038.040039,1038.050049,1038.050049,426670000
1995-09-27,1035.000000,1035.000000,1008.440002,1026.540039,1026.540039,523530000
1995-09-28,1028.489990,1047.060059,1028.489990,1047.050049,1047.050049,448420000
1995-09-29,1047.790039,1051.400024,1040.239990,1043.540039,1043.540039,463580000
1995-10-02,1041.390015,1043.040039,1027.160034,1027.569946,1027.569946,393760000
1995-10-03,1027.989990,1028.660034,1012.250000,1020.450012,1020.450012,456000000
1995-10-04,1017.039978,1017.039978,1001.710022,1002.270020,1002.270020,386390000
1995-10-05,1002.070007,1014.210022,1000.030029,1014.200012,1014.200012,456560000
1995-10-06,1017.940002,1022.809998,1011.400024,1012.039978,1012.039978,450010000
1995-10-09,1006.809998,1006.809998,982.359985,984.739990,984.739990,403570000
1995-10-10,978.640015,984.460022,959.359985,983.469971,983.469971,532680000
1995-10-11,992.630005,1001.580017,990.869995,1001.570007,1001.570007,454220000
1995-10-12,1003.580017,1015.640015,1003.580017,1015.630005,1015.630005,421760000
1995-10-13,1020.330017,1024.319946,1018.159973,1018.380005,1018.380005,425540000
1995-10-16,1018.330017,1021.450012,1016.510010,1018.130005,1018.130005,325980000
1995-10-17,1021.530029,1035.439941,1018.739990,1035.439941,1035.439941,434620000
1995-10-18,1045.319946,1050.650024,1042.780029,1045.369995,1045.369995,544550000
1995-10-19,1042.800049,1047.819946,1039.400024,1046.969971,1046.969971,470890000
1995-10-20,1046.640015,1048.010010,1036.859985,1039.530029,1039.530029,428030000
1995-10-23,1035.280029,1038.050049,1031.270020,1036.920044,1036.920044,368550000
1995-10-24,1039.530029,1042.130005,1038.180054,1039.239990,1039.239990,445690000
1995-10-25,1040.099976,1040.930054,1026.439941,1026.469971,1026.469971,456100000
1995-10-26,1026.199951,1027.530029,1007.440002,1017.570007,1017.570007,479020000
1995-10-27,1016.409973,1025.560059,1012.539978,1025.550049,1025.550049,440320000
1995-10-30,1028.170044,1040.150024,1028.170044,1039.689941,1039.689941,416390000
1995-10-31,1043.569946,1046.030029,1035.930054,1036.060059,1036.060059,469860000
1995-11-01,1037.300049,1040.609985,1034.390015,1040.500000,1040.500000,437200000
1995-11-02,1042.109985,1057.329956,1041.959961,1057.319946,1057.319946,499400000
1995-11-03,1059.150024,1065.660034,1056.540039,1065.660034,1065.660034,451920000
1995-11-06,1065.630005,1067.800049,1061.449951,1062.140015,1062.140015,390760000
1995-11-07,1058.989990,1058.989990,1038.630005,1043.900024,1043.900024,519030000
1995-11-08,1046.000000,1053.770020,1044.969971,1047.939941,1047.939941,476910000
1995-11-09,1057.030029,1065.640015,1057.030029,1065.589966,1065.589966,478190000
1995-11-10,1063.719971,1068.810059,1060.930054,1063.869995,1063.869995,473140000
1995-11-13,1063.209961,1065.780029,1057.339966,1058.459961,1058.459961,395980000
1995-11-14,1054.140015,1054.760010,1040.619995,1040.619995,1040.619995,447250000
1995-11-15,1044.160034,1045.939941,1033.209961,1041.849976,1041.849976,459390000
1995-11-16,1038.329956,1048.939941,1037.170044,1044.479980,1044.479980,492420000
1995-11-17,1045.270020,1046.930054,1042.229980,1045.030029,1045.030029,477980000
1995-11-20,1048.069946,1049.890015,1029.469971,1029.469971,1029.469971,438110000
1995-11-21,1029.239990,1029.239990,1016.580017,1024.989990,1024.989990,537910000
1995-11-22,1027.359985,1031.260010,1021.239990,1021.239990,1021.239990,418960000
1995-11-24,1022.840027,1030.180054,1022.840027,1030.170044,1030.170044,136100000
1995-11-27,1034.000000,1037.819946,1029.069946,1029.319946,1029.319946,439220000
1995-11-28,1030.650024,1050.060059,1029.510010,1050.050049,1050.050049,497080000
1995-11-29,1052.680054,1057.579956,1049.550049,1057.569946,1057.569946,534400000
1995-11-30,1056.770020,1061.880005,1056.010010,1059.199951,1059.199951,542960000
1995-12-01,1060.660034,1060.829956,1053.250000,1055.310059,1055.310059,495080000
1995-12-04,1057.949951,1072.300049,1056.930054,1069.790039,1069.790039,505030000
1995-12-05,1071.239990,1074.849976,1064.140015,1065.890015,1065.890015,567380000
1995-12-06,1067.859985,1069.800049,1055.469971,1061.729980,1061.729980,567670000
1995-12-07,1061.890015,1061.890015,1048.270020,1053.170044,1053.170044,491230000
1995-12-08,1056.430054,1062.439941,1052.290039,1062.410034,1062.410034,455910000
1995-12-11,1064.680054,1065.729980,1061.479980,1061.500000,1061.500000,423760000
1995-12-12,1061.979980,1061.979980,1051.750000,1052.069946,1052.069946,463860000
1995-12-13,1054.459961,1058.599976,1053.020020,1056.540039,1056.540039,484120000
1995-12-14,1057.030029,1058.339966,1038.170044,1038.189941,1038.189941,565700000
1995-12-15,1041.109985,1041.760010,1028.219971,1030.479980,1030.479980,581830000
1995-12-18,1029.119995,1029.119995,1001.530029,1002.559998,1002.559998,576640000
1995-12-19,1005.429993,1026.410034,1004.729980,1026.410034,1026.410034,564330000
1995-12-20,1032.510010,1036.280029,1025.030029,1025.270020,1025.270020,567890000
1995-12-21,1030.239990,1040.650024,1030.239990,1040.640015,1040.640015,532800000
1995-12-22,1041.479980,1046.890015,1041.479980,1046.890015,1046.890015,420600000
1995-12-26,1047.560059,1049.630005,1045.569946,1049.369995,1049.369995,332770000
1995-12-27,1049.900024,1051.270020,1046.050049,1048.130005,1048.130005,384320000
1995-12-28,1044.380005,1044.380005,1039.560059,1042.219971,1042.219971,449670000
1995-12-29,1042.260010,1052.180054,1040.250000,1052.130005,1052.130005,541910000
1996-01-02,1052.829956,1058.880005,1048.469971,1058.650024,1058.650024,399620000
1996-01-03,1056.359985,1058.920044,1045.319946,1046.260010,1046.260010,506550000
1996-01-04,1047.199951,1047.640015,1021.570007,1029.819946,1029.819946,629970000
1996-01-05,1022.409973,1033.469971,1017.690002,1033.469971,1033.469971,548130000
1996-01-08,1034.939941,1035.619995,1031.339966,1032.369995,1032.369995,142690000
1996-01-09,1031.609985,1031.609985,997.659973,998.809998,998.809998,545790000
1996-01-10,991.929993,1003.239990,987.979980,990.210022,990.210022,603420000
1996-01-11,999.919983,1011.099976,998.289978,1011.099976,1011.099976,513200000
1996-01-12,1013.260010,1014.909973,1001.919983,1008.229980,1008.229980,485300000
1996-01-15,1009.960022,1010.239990,988.570007,988.570007,988.570007,422660000
1996-01-16,994.309998,995.880005,977.789978,995.869995,995.869995,561850000
1996-01-17,987.280029,1006.239990,986.320007,998.299988,998.299988,613690000
1996-01-18,1003.369995,1007.429993,999.469971,1007.239990,1007.239990,536760000
1996-01-19,1009.599976,1019.520020,1009.049988,1018.450012,1018.450012,571120000
1996-01-22,1019.719971,1029.469971,1019.140015,1029.439941,1029.439941,484430000
1996-01-23,1029.530029,1031.609985,1027.290039,1028.040039,1028.040039,533870000
1996-01-24,1032.689941,1043.459961,1032.689941,1043.459961,1043.459961,593000000
1996-01-25,1045.170044,1046.000000,1035.250000,1035.949951,1035.949951,582810000
1996-01-26,1034.709961,1040.969971,1032.260010,1040.959961,1040.959961,513610000
1996-01-29,1042.530029,1044.489990,1039.869995,1042.510010,1042.510010,434380000
1996-01-30,1045.349976,1052.300049,1045.349976,1051.300049,1051.300049,542190000
1996-01-31,1052.209961,1059.810059,1048.140015,1059.790039,1059.790039,561170000
1996-02-01,1058.260010,1069.459961,1057.819946,1069.459961,1069.459961,583070000
1996-02-02,1071.650024,1076.319946,1069.900024,1072.109985,1072.109985,561260000
1996-02-05,1072.949951,1083.359985,1070.800049,1083.339966,1083.339966,512040000
1996-02-06,1084.079956,1090.599976,1084.000000,1089.079956,1089.079956,589490000
1996-02-07,1088.869995,1089.979980,1081.260010,1084.880005,1084.880005,611640000
1996-02-08,1084.930054,1093.510010,1080.650024,1093.170044,1093.170044,556580000
1996-02-09,1093.390015,1098.849976,1089.969971,1094.599976,1094.599976,552650000
1996-02-12,1094.839966,1098.939941,1094.660034,1095.380005,1095.380005,494040000
1996-02-13,1084.449951,1093.760010,1079.939941,1087.219971,1087.219971,525250000
1996-02-14,1089.599976,1093.439941,1083.829956,1088.030029,1088.030029,515890000
1996-02-15,1087.589966,1092.260010,1086.670044,1090.540039,1090.540039,493760000
1996-02-16,1091.390015,1092.010010,1085.619995,1090.709961,1090.709961,459680000
1996-02-20,1085.520020,1088.949951,1080.030029,1083.239990,1083.239990,459680000
1996-02-21,1085.119995,1096.939941,1084.959961,1096.849976,1096.849976,485810000
1996-02-22,1100.170044,1117.530029,1100.170044,1117.109985,1117.109985,641140000
1996-02-23,1118.599976,1121.890015,1109.150024,1117.790039,1117.790039,583520000
1996-02-26,1116.530029,1119.099976,1111.089966,1113.050049,1113.050049,473800000
1996-02-27,1114.130005,1115.390015,1105.170044,1106.170044,1106.170044,514460000
1996-02-28,1109.599976,1114.920044,1106.670044,1107.550049,1107.550049,543440000
1996-02-29,1102.170044,1105.459961,1098.089966,1100.050049,1100.050049,533230000
1996-03-01,1098.939941,1100.290039,1082.969971,1086.079956,1086.079956,587170000
1996-03-04,1088.910034,1091.770020,1083.260010,1084.880005,1084.880005,474380000
1996-03-05,1084.239990,1096.819946,1083.239990,1096.810059,1096.810059,491900000
1996-03-06,1096.890015,1099.069946,1091.819946,1091.819946,1091.819946,532540000
1996-03-07,1092.770020,1095.369995,1090.479980,1093.119995,1093.119995,509360000
1996-03-08,1080.819946,1081.300049,1057.869995,1063.729980,1063.729980,583640000
1996-03-11,1065.000000,1080.640015,1064.640015,1080.500000,1080.500000,457880000
1996-03-12,1078.719971,1078.719971,1066.040039,1073.050049,1073.050049,459340000
1996-03-13,1079.910034,1089.030029,1077.989990,1088.640015,1088.640015,482340000
1996-03-14,1090.869995,1096.449951,1090.869995,1091.069946,1091.069946,512870000
1996-03-15,1092.689941,1099.660034,1089.839966,1099.589966,1099.589966,514420000
1996-03-18,1102.780029,1114.430054,1102.780029,1114.420044,1114.420044,498780000
1996-03-19,1118.020020,1119.839966,1110.280029,1112.500000,1112.500000,520590000
1996-03-20,1110.739990,1111.750000,1099.420044,1101.819946,1101.819946,529620000
1996-03-21,1102.640015,1104.099976,1098.760010,1099.790039,1099.790039,499240000
1996-03-22,1101.819946,1103.400024,1096.229980,1102.219971,1102.219971,475630000
1996-03-25,1104.310059,1107.089966,1087.030029,1087.089966,1087.089966,476710000
1996-03-26,1085.119995,1090.170044,1079.900024,1088.349976,1088.349976,544620000
1996-03-27,1091.339966,1098.760010,1089.709961,1093.880005,1093.880005,500520000
1996-03-28,1091.089966,1096.719971,1089.770020,1094.829956,1094.829956,483210000
1996-03-29,1097.680054,1105.339966,1097.680054,1101.400024,1101.400024,514090000
1996-04-01,1105.770020,1107.290039,1102.939941,1106.569946,1106.569946,463880000
1996-04-02,1107.979980,1111.430054,1106.849976,1111.290039,1111.290039,492190000
1996-04-03,1109.709961,1115.900024,1106.630005,1115.849976,1115.849976,529750000
1996-04-04,1116.050049,1119.349976,1114.729980,1118.209961,1118.209961,503890000
1996-04-08,1106.319946,1106.670044,1093.660034,1105.660034,1105.660034,517700000
1996-04-09,1111.260010,1115.140015,1107.339966,1109.150024,1109.150024,561670000
1996-04-10,1108.979980,1117.689941,1105.099976,1105.280029,1105.280029,556310000
1996-04-11,1105.150024,1108.699951,1092.439941,1097.140015,1097.140015,534300000
1996-04-12,1098.609985,1101.680054,1096.189941,1100.939941,1100.939941,483760000
1996-04-15,1102.800049,1110.489990,1102.689941,1110.439941,1110.439941,461860000
1996-04-16,1118.319946,1124.920044,1117.589966,1124.920044,1124.920044,613920000
1996-04-17,1124.349976,1126.530029,1118.280029,1120.869995,1120.869995,577800000
1996-04-18,1124.810059,1142.859985,1124.810059,1136.300049,1136.300049,577320000
1996-04-19,1141.989990,1143.310059,1137.699951,1138.699951,1138.699951,593120000
1996-04-22,1143.079956,1153.520020,1143.079956,1153.500000,1153.500000,582590000
1996-04-23,1155.310059,1166.770020,1153.449951,1166.760010,1166.760010,650190000
1996-04-24,1171.439941,1176.849976,1170.319946,1176.829956,1176.829956,728620000
1996-04-25,1177.989990,1184.189941,1174.349976,1184.170044,1184.170044,720790000
1996-04-26,1184.780029,1188.890015,1183.089966,1186.890015,1186.890015,643300000
1996-04-29,1186.670044,1188.859985,1184.050049,1188.199951,1188.199951,553980000
1996-04-30,1189.400024,1190.869995,1185.579956,1190.520020,1190.520020,604790000
1996-05-01,1190.479980,1200.189941,1190.150024,1199.660034,1199.660034,654270000
1996-05-02,1199.760010,1199.760010,1178.239990,1178.329956,1178.329956,646950000
1996-05-03,1184.439941,1193.469971,1181.489990,1184.599976,1184.599976,705220000
1996-05-06,1186.829956,1189.849976,1179.050049,1186.310059,1186.310059,680150000
1996-05-07,1188.430054,1189.689941,1181.300049,1182.670044,1182.670044,806500000
1996-05-08,1180.739990,1183.439941,1163.209961,1183.430054,1183.430054,756920000
1996-05-09,1184.849976,1189.839966,1184.790039,1187.819946,1187.819946,635710000
1996-05-10,1193.160034,1202.780029,1193.160034,1202.760010,1202.760010,606020000
1996-05-13,1204.329956,1221.869995,1204.030029,1221.869995,1221.869995,595270000
1996-05-14,1226.069946,1234.959961,1226.069946,1234.489990,1234.489990,690200000
1996-05-15,1236.270020,1242.920044,1233.410034,1233.560059,1233.560059,687990000
1996-05-16,1228.969971,1239.310059,1225.390015,1239.310059,1239.310059,620950000
1996-05-17,1242.099976,1243.300049,1240.739990,1241.880005,1241.880005,630660000
1996-05-20,1246.000000,1249.260010,1243.270020,1248.109985,1248.109985,589730000
1996-05-21,1250.479980,1252.810059,1244.420044,1244.420044,1244.420044,690480000
1996-05-22,1243.449951,1248.430054,1240.790039,1247.380005,1247.380005,693400000
1996-05-23,1249.189941,1252.369995,1245.520020,1248.650024,1248.650024,757950000
1996-05-24,1249.900024,1251.729980,1247.160034,1247.800049,1247.800049,610280000
1996-05-28,1249.599976,1251.229980,1235.859985,1236.300049,1236.300049,643130000
1996-05-29,1237.010010,1238.439941,1222.959961,1225.630005,1225.630005,636100000
1996-05-30,1226.880005,1235.469971,1222.949951,1233.479980,1233.479980,605030000
1996-05-31,1238.969971,1243.739990,1235.560059,1243.430054,1243.430054,607690000
1996-06-03,1242.540039,1243.349976,1238.119995,1238.729980,1238.729980,525170000
